swarmsize,objective,ticks
17,1,16106
17,1,14700
17,1,13181
17,1,16878
17,1,12013
17,1,15841
17,1,16866
17,1,13615
17,1,14686
17,1,14980
17,1,15253
17,1,13833
17,1,14502
17,1,14896
17,1,15734
