swarmsize,objective,ticks
20,1,17225
20,1,16222
20,1,15584
20,1,14938
20,1,14123
20,1,14012
20,1,16061
20,1,14565
20,1,14845
20,1,14547
20,1,15346
20,1,17726
20,1,15418
20,1,14969
20,1,16833
