swarmsize,objective,ticks
24,1,19669
24,1,22569
24,1,21403
24,1,19740
24,1,20806
24,1,17974
24,1,18566
24,1,18717
24,1,18862
24,1,20861
24,1,21836
24,1,18435
24,1,18831
24,1,19812
24,1,18596
