swarmsize,objective,ticks
12,1,15563
12,1,16852
12,1,15297
12,1,14643
12,1,15137
12,1,18004
12,1,16784
12,1,20503
12,1,12913
12,1,18218
12,1,16123
12,1,17071
12,1,14045
12,1,13351
12,1,15800
