swarmsize,objective,ticks
11,1,18885
11,1,17440
11,1,17771
11,1,19819
11,1,14218
11,1,13195
11,1,18839
11,1,13603
11,1,19013
11,1,18845
11,1,15289
11,1,16763
11,1,17807
11,1,16382
11,1,17245
